"Census Region","Census Region Code","State","State Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code","Year","Year Code","Deaths","Population","Crude Rate"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2009","2009",23,1817884,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2010","2010",33,1819641,1.8
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2011","2011",37,1806238,2
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2012","2012",31,1799412,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2013","2013",28,1798394,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2014","2014",30,1804436,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2015","2015",38,1808023,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123","2016","2016",31,1819004,1.7
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","1999","1999",40,1480412,2.7
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2000","2000",51,1518188,3.4
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2001","2001",58,1546638,3.8
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2002","2002",54,1575649,3.4
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2003","2003",49,1606325,3.1
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2004","2004",51,1643951,3.1
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2005","2005",78,1693743,4.6
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2006","2006",71,1745335,4.1
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2007","2007",44,1785103,2.5
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2008","2008",64,1814820,3.5
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2009","2009",53,1817884,2.9
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2010","2010",49,1819641,2.7
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2011","2011",65,1806238,3.6
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2012","2012",62,1799412,3.4
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2013","2013",44,1798394,2.4
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2014","2014",65,1804436,3.6
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2015","2015",75,1808023,4.1
"Census Region 4: West","CENS-R4","Arizona","04","#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","GR113-124","2016","2016",65,1819004,3.6
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","1999","1999",30,1480412,2
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2000","2000",29,1518188,1.9
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2001","2001",25,1546638,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2002","2002",30,1575649,1.9
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2003","2003",21,1606325,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2004","2004",25,1643951,1.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2005","2005",35,1693743,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2006","2006",35,1745335,2
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2007","2007",17,1785103,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2008","2008",27,1814820,1.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2009","2009",21,1817884,1.2
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2010","2010",18,1819641,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2011","2011",22,1806238,1.2
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2012","2012",33,1799412,1.8
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2013","2013",15,1798394,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2014","2014",27,1804436,1.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2015","2015",33,1808023,1.8
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by discharge of firearms (X72-X74)","GR113-125","2016","2016",24,1819004,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","1999","1999",10,1480412,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2000","2000",22,1518188,1.4
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2001","2001",33,1546638,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2002","2002",24,1575649,1.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2003","2003",28,1606325,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2004","2004",26,1643951,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2005","2005",43,1693743,2.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2006","2006",36,1745335,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2007","2007",27,1785103,1.5
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2008","2008",37,1814820,2
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2009","2009",32,1817884,1.8
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2010","2010",31,1819641,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2011","2011",43,1806238,2.4
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2012","2012",29,1799412,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2013","2013",29,1798394,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2014","2014",38,1804436,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2015","2015",42,1808023,2.3
"Census Region 4: West","CENS-R4","Arizona","04","Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)","GR113-126","2016","2016",41,1819004,2.3
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","1999","1999",78,1480412,5.3
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2000","2000",71,1518188,4.7
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2001","2001",80,1546638,5.2
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2002","2002",84,1575649,5.3
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2003","2003",72,1606325,4.5
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2004","2004",70,1643951,4.3
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2005","2005",96,1693743,5.7
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2006","2006",109,1745335,6.2
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2007","2007",92,1785103,5.2
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2008","2008",83,1814820,4.6
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2009","2009",65,1817884,3.6
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2010","2010",55,1819641,3
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2011","2011",52,1806238,2.9
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2012","2012",43,1799412,2.4
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2013","2013",56,1798394,3.1
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2014","2014",37,1804436,2.1
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2015","2015",44,1808023,2.4
"Census Region 4: West","CENS-R4","Arizona","04","#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127","2016","2016",53,1819004,2.9
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","1999","1999",55,1480412,3.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2000","2000",46,1518188,3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2001","2001",49,1546638,3.2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2002","2002",58,1575649,3.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2003","2003",38,1606325,2.4
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2004","2004",43,1643951,2.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2005","2005",62,1693743,3.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2006","2006",68,1745335,3.9
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2007","2007",53,1785103,3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2008","2008",58,1814820,3.2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2009","2009",36,1817884,2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2010","2010",31,1819641,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2011","2011",24,1806238,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2012","2012",26,1799412,1.4
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2013","2013",31,1798394,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2014","2014",20,1804436,1.1
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2015","2015",24,1808023,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by discharge of firearms (*U01.4,X93-X95)","GR113-128","2016","2016",32,1819004,1.8
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","1999","1999",23,1480412,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2000","2000",25,1518188,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2001","2001",31,1546638,2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2002","2002",26,1575649,1.7
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2003","2003",34,1606325,2.1
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2004","2004",27,1643951,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2005","2005",34,1693743,2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2006","2006",41,1745335,2.3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2007","2007",39,1785103,2.2
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2008","2008",25,1814820,1.4
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2009","2009",29,1817884,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2010","2010",24,1819641,1.3
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2011","2011",28,1806238,1.6
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2012","2012",17,1799412,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2013","2013",25,1798394,1.4
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2014","2014",17,1804436,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2015","2015",20,1808023,1.1
"Census Region 4: West","CENS-R4","Arizona","04","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129","2016","2016",21,1819004,1.2
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2001","2001",10,1546638,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2002","2002",12,1575649,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2004","2004",10,1643951,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2005","2005",16,1693743,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2006","2006",15,1745335,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2007","2007",20,1785103,1.1
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2008","2008",16,1814820,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2009","2009",11,1817884,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2010","2010",16,1819641,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2011","2011",11,1806238,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2012","2012",18,1799412,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2013","2013",20,1798394,1.1
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2015","2015",13,1808023,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131","2016","2016",16,1819004,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2005","2005",13,1693743,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2007","2007",12,1785103,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2008","2008",12,1814820,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2010","2010",14,1819641,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2012","2012",17,1799412,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2013","2013",17,1798394,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2015","2015",11,1808023,"Unreliable"
"Census Region 4: West","CENS-R4","Arizona","04","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133","2016","2016",13,1819004,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","1999","1999",20,1204900,1.7
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2000","2000",31,1224668,2.5
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2001","2001",27,1256827,2.1
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2002","2002",33,1269413,2.6
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2003","2003",32,1276428,2.5
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2004","2004",23,1278974,1.8
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2005","2005",46,1289504,3.6
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2006","2006",27,1305551,2.1
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2007","2007",30,1323445,2.3
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2008","2008",36,1341086,2.7
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2009","2009",25,1356810,1.8
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2010","2010",20,1364692,1.5
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2011","2011",23,1371278,1.7
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2012","2012",30,1372775,2.2
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2013","2013",30,1378377,2.2
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2014","2014",35,1386838,2.5
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2015","2015",24,1398080,1.7
"Census Region 4: West","CENS-R4","Colorado","08","#Malignant neoplasms (C00-C97)","GR113-019","2016","2016",34,1404877,2.4
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2000","2000",10,1224668,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2002","2002",13,1269413,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2003","2003",11,1276428,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2004","2004",10,1278974,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2005","2005",10,1289504,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2007","2007",11,1323445,"Unreliable"
"Census Region 4: West","CENS-R4","Colorado","08","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036","2008","2008",17,1341086,"Unreliable"
