"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2009","2009","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",68,69520,97.8
"2009","2009","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,292941,"Unreliable"
"2009","2009","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",78,329032,23.7
"2009","2009","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",28,66521,42.1
"2009","2009","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",20,329032,6.1
"2009","2009","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",100,361791,27.6
"2009","2009","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,67467,"Unreliable"
"2009","2009","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",21,361791,5.8
"2009","2009","Tennessee","47","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",73,311259,23.5
"2009","2009","Tennessee","47","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,311259,"Unreliable"
"2009","2009","Tennessee","47","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,196943,28.4
"2009","2009","Tennessee","47","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,96722,42.4
"2009","2009","Tennessee","47","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,26129,"Unreliable"
"2009","2009","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",17,243395,"Unreliable"
"2009","2009","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",105,739043,14.2
"2009","2009","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",101,243395,41.5
"2009","2009","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",41,739043,5.5
"2009","2009","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",17,204744,"Unreliable"
"2009","2009","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",114,729606,15.6
"2009","2009","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",87,204744,42.5
"2009","2009","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",31,729606,4.2
"2009","2009","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,201091,"Unreliable"
"2009","2009","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",159,769100,20.7
"2009","2009","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",41,201091,20.4
"2009","2009","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",35,769100,4.6
"2009","2009","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",238,920454,25.9
"2009","2009","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",18,198498,"Unreliable"
"2009","2009","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",26,920454,2.8
"2009","2009","Texas","48","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",176,755307,23.3
"2009","2009","Texas","48","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,122412,"Unreliable"
"2009","2009","Texas","48","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,755307,"Unreliable"
"2009","2009","Texas","48","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",134,453000,29.6
"2009","2009","Texas","48","65-74 years","65-74","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,453000,"Unreliable"
"2009","2009","Texas","48","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",84,243673,34.5
"2009","2009","Texas","48","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,72609,56.5
"2009","2009","Utah","49","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,177142,"Unreliable"
"2009","2009","Utah","49","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,180269,21.6
"2009","2009","Utah","49","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,131113,19.1
"2009","2009","Utah","49","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,129691,33.9
"2009","2009","Utah","49","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,101831,23.6
"2009","2009","Utah","49","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,58629,"Unreliable"
"2009","2009","Vermont","50","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,22879,"Unreliable"
"2009","2009","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,353966,11
"2009","2009","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",70,130750,53.5
"2009","2009","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,353966,"Unreliable"
"2009","2009","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",16,101566,"Unreliable"
"2009","2009","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,325542,12.6
"2009","2009","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",51,101566,50.2
"2009","2009","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,325542,"Unreliable"
"2009","2009","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",69,357769,19.3
"2009","2009","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",30,102586,29.2
"2009","2009","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,357769,"Unreliable"
"2009","2009","Virginia","51","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",14,110577,"Unreliable"
"2009","2009","Virginia","51","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",75,416404,18
"2009","2009","Virginia","51","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",85,340796,24.9
"2009","2009","Virginia","51","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",47,197730,23.8
"2009","2009","Virginia","51","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,102094,19.6
"2009","2009","Virginia","51","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,31149,"Unreliable"
"2009","2009","Washington","53","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,329906,9.7
"2009","2009","Washington","53","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,324241,10.8
"2009","2009","Washington","53","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,324241,"Unreliable"
"2009","2009","Washington","53","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",46,338148,13.6
"2009","2009","Washington","53","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,338148,"Unreliable"
"2009","2009","Washington","53","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",70,399226,17.5
"2009","2009","Washington","53","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",63,340063,18.5
"2009","2009","Washington","53","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",43,186620,23
"2009","2009","Washington","53","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",38,98355,38.6
"2009","2009","Washington","53","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,36079,61
"2009","2009","West Virginia","54","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,111274,"Unreliable"
"2009","2009","West Virginia","54","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,102636,26.3
"2009","2009","West Virginia","54","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,112798,17.7
"2009","2009","West Virginia","54","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",29,129587,22.4
"2009","2009","West Virginia","54","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,121979,19.7
"2009","2009","West Virginia","54","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,74214,"Unreliable"
"2009","2009","West Virginia","54","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,39021,"Unreliable"
"2009","2009","Wisconsin","55","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,320394,8.1
"2009","2009","Wisconsin","55","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",22,35051,62.8
"2009","2009","Wisconsin","55","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,289232,10.7
"2009","2009","Wisconsin","55","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,25722,"Unreliable"
"2009","2009","Wisconsin","55","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",47,312997,15
"2009","2009","Wisconsin","55","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",65,392754,16.5
"2009","2009","Wisconsin","55","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",52,312121,16.7
"2009","2009","Wisconsin","55","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,175449,18.2
"2009","2009","Wisconsin","55","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,105017,23.8
"2009","2009","Wyoming","56","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,34887,"Unreliable"
"2009","2009","Wyoming","56","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,30099,"Unreliable"
"2009","2009","Wyoming","56","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,38594,"Unreliable"
"2010","2010","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",13,104740,"Unreliable"
"2010","2010","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,210426,15.2
"2010","2010","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",61,104740,58.2
"2010","2010","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,210426,"Unreliable"
"2010","2010","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,79119,"Unreliable"
"2010","2010","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,189719,23.2
"2010","2010","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",53,79119,67
"2010","2010","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,189719,"Unreliable"
"2010","2010","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",52,210149,24.7
"2010","2010","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",21,72374,29
"2010","2010","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,210149,"Unreliable"
"2010","2010","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",71,244078,29.1
"2010","2010","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,80138,"Unreliable"
"2010","2010","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,244078,"Unreliable"
"2010","2010","Alabama","01","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",60,212713,28.2
"2010","2010","Alabama","01","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,212713,"Unreliable"
"2010","2010","Alabama","01","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,138076,25.3
"2010","2010","Alabama","01","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,71695,41.8
"2010","2010","Alabama","01","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,18854,"Unreliable"
"2010","2010","Alaska","02","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","American Indian or Alaska Native","1002-5",15,10921,"Unreliable"
"2010","2010","Alaska","02","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,34939,"Unreliable"
"2010","2010","Arizona","04","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",34,224056,15.2
"2010","2010","Arizona","04","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,224056,"Unreliable"
"2010","2010","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",42,226917,18.5
"2010","2010","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,22092,"Unreliable"
"2010","2010","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,226917,"Unreliable"
"2010","2010","Arizona","04","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",62,234582,26.4
"2010","2010","Arizona","04","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,234582,"Unreliable"
"2010","2010","Arizona","04","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",98,274339,35.7
"2010","2010","Arizona","04","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,274339,"Unreliable"
"2010","2010","Arizona","04","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",83,262002,31.7
"2010","2010","Arizona","04","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,194947,23.1
"2010","2010","Arizona","04","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",61,109343,55.8
"2010","2010","Arizona","04","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,33158,63.3
"2010","2010","Arkansas","05","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,142402,"Unreliable"
"2010","2010","Arkansas","05","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,38694,"Unreliable"
"2010","2010","Arkansas","05","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,133303,24
"2010","2010","Arkansas","05","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",25,30260,82.6
"2010","2010","Arkansas","05","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",40,138082,29
"2010","2010","Arkansas","05","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,138082,"Unreliable"
"2010","2010","Arkansas","05","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,159790,24.4
"2010","2010","Arkansas","05","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,141551,21.2
"2010","2010","Arkansas","05","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,98218,31.6
"2010","2010","Arkansas","05","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,51209,"Unreliable"
"2010","2010","Arkansas","05","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,14862,"Unreliable"
"2010","2010","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",10,367792,"Unreliable"
"2010","2010","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",64,970809,6.6
"2010","2010","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Asian or Pacific Islander","A-PI",19,367792,"Unreliable"
"2010","2010","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",188,203589,92.3
"2010","2010","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",23,970809,2.4
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",11,376953,"Unreliable"
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,162018,"Unreliable"
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",67,981214,6.8
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Asian or Pacific Islander","A-PI",10,376953,"Unreliable"
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",117,162018,72.2
"2010","2010","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",37,981214,3.8
"2010","2010","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",101,1009559,10
"2010","2010","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",57,159591,35.7
"2010","2010","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",32,1009559,3.2
"2010","2010","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",197,1289517,15.3
"2010","2010","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",26,177907,14.6
"2010","2010","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",20,1289517,1.6
"2010","2010","California","06","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",234,1127960,20.7
"2010","2010","California","06","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,1127960,"Unreliable"
"2010","2010","California","06","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",143,648334,22.1
"2010","2010","California","06","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",141,378633,37.2
"2010","2010","California","06","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",71,149642,47.4
"2010","2010","Colorado","08","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,233169,19.3
"2010","2010","Colorado","08","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,18855,"Unreliable"
"2010","2010","Colorado","08","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,250460,21.6
"2010","2010","Colorado","08","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,17501,"Unreliable"
"2010","2010","Colorado","08","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,251098,17.5
"2010","2010","Colorado","08","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",70,286753,24.4
"2010","2010","Colorado","08","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,244043,22.1
"2010","2010","Colorado","08","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,124176,21.7
"2010","2010","Colorado","08","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,62784,36.6
"2010","2010","Connecticut","09","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",21,31202,67.3
"2010","2010","Connecticut","09","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",24,23709,101.2
"2010","2010","Connecticut","09","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,163927,"Unreliable"
"2010","2010","Connecticut","09","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,221082,10.4
"2010","2010","Connecticut","09","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,179411,12.3
"2010","2010","Delaware","10","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",15,16311,"Unreliable"
"2010","2010","District of Columbia","11","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",36,22824,157.7
"2010","2010","District of Columbia","11","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",21,18002,116.7
"2010","2010","Florida","12","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",17,258202,"Unreliable"
"2010","2010","Florida","12","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",60,622729,9.6
"2010","2010","Florida","12","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",170,258202,65.8
"2010","2010","Florida","12","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",44,622729,7.1
"2010","2010","Florida","12","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,201714,"Unreliable"
"2010","2010","Florida","12","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",87,579283,15
"2010","2010","Florida","12","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",96,201714,47.6
"2010","2010","Florida","12","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",25,579283,4.3
"2010","2010","Florida","12","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",120,651548,18.4
"2010","2010","Florida","12","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",38,184229,20.6
"2010","2010","Florida","12","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",36,651548,5.5
"2010","2010","Florida","12","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,187619,"Unreliable"
"2010","2010","Florida","12","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",229,840343,27.3
"2010","2010","Florida","12","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",20,187619,10.7
"2010","2010","Florida","12","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",30,840343,3.6
"2010","2010","Florida","12","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",210,785985,26.7
"2010","2010","Florida","12","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",21,785985,2.7
"2010","2010","Florida","12","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",132,620727,21.3
"2010","2010","Florida","12","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",135,392287,34.4
"2010","2010","Florida","12","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",69,133567,51.7
"2010","2010","Georgia","13","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",20,243114,8.2
"2010","2010","Georgia","13","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",48,354028,13.6
"2010","2010","Georgia","13","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",109,243114,44.8
