"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2012","2012","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",319,2420036,13.2
"2012","2012","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",23,2420036,1
"2012","2012","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",211,1342733,15.7
"2012","2012","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",11,1342733,"Unreliable"
"2012","2012","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",88,569677,15.4
"2012","2012","NonCore (Nonmetro)","6","5-14 years","5-14","Intentional self-harm","X60-X84",14,2399942,"Unreliable"
"2012","2012","NonCore (Nonmetro)","6","5-14 years","5-14","Assault","X85-Y09",14,2399942,"Unreliable"
"2012","2012","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",230,2317708,9.9
"2012","2012","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",93,2317708,4
"2012","2012","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,2097555,"Unreliable"
"2012","2012","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",231,2097555,11
"2012","2012","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",124,2097555,5.9
"2012","2012","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",283,2186305,12.9
"2012","2012","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",86,2186305,3.9
"2012","2012","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",19,2732751,"Unreliable"
"2012","2012","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",431,2732751,15.8
"2012","2012","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",90,2732751,3.3
"2012","2012","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",397,2722123,14.6
"2012","2012","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",49,2722123,1.8
"2012","2012","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",258,1941871,13.3
"2012","2012","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",31,1941871,1.6
"2012","2012","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",213,1081965,19.7
"2012","2012","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",13,1081965,"Unreliable"
"2012","2012","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",95,438675,21.7
"2013","2013","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",12,5098389,"Unreliable"
"2013","2013","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",21,12394299,0.2
"2013","2013","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",60,12394299,0.5
"2013","2013","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",29,13413754,0.2
"2013","2013","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",428,13413754,3.2
"2013","2013","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",1878,13413754,14
"2013","2013","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",12,15283168,"Unreliable"
"2013","2013","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",701,15283168,4.6
"2013","2013","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1613,15283168,10.6
"2013","2013","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",619,13250137,4.7
"2013","2013","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",832,13250137,6.3
"2013","2013","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",11,13076127,"Unreliable"
"2013","2013","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",825,13076127,6.3
"2013","2013","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",452,13076127,3.5
"2013","2013","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",772,11084370,7
"2013","2013","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",195,11084370,1.8
"2013","2013","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",494,6607089,7.5
"2013","2013","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",72,6607089,1.1
"2013","2013","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",308,3551419,8.7
"2013","2013","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",27,3551419,0.8
"2013","2013","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",195,1674395,11.6
"2013","2013","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",23,10605459,0.2
"2013","2013","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",22,10605459,0.2
"2013","2013","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",14,10293513,"Unreliable"
"2013","2013","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",442,10293513,4.3
"2013","2013","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",598,10293513,5.8
"2013","2013","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",17,9818906,"Unreliable"
"2013","2013","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",558,9818906,5.7
"2013","2013","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",557,9818906,5.7
"2013","2013","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",642,10404605,6.2
"2013","2013","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",267,10404605,2.6
"2013","2013","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,11679414,"Unreliable"
"2013","2013","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",894,11679414,7.7
"2013","2013","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",201,11679414,1.7
"2013","2013","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",805,9902017,8.1
"2013","2013","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",97,9902017,1
"2013","2013","Large Fringe Metro","2","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,6140199,"Unreliable"
"2013","2013","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",500,6140199,8.1
"2013","2013","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",32,6140199,0.5
"2013","2013","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",361,3158051,11.4
"2013","2013","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",16,3158051,"Unreliable"
"2013","2013","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",135,1456976,9.3
"2013","2013","Medium Metro","3","1-4 years","1-4","Other external causes of accidental injury","W00-X59",10,3362653,"Unreliable"
"2013","2013","Medium Metro","3","1-4 years","1-4","Assault","X85-Y09",11,3362653,"Unreliable"
"2013","2013","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",37,8710293,0.4
"2013","2013","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",21,8710293,0.2
"2013","2013","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",17,9585482,"Unreliable"
"2013","2013","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",539,9585482,5.6
"2013","2013","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",782,9585482,8.2
"2013","2013","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",23,8672309,0.3
"2013","2013","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",702,8672309,8.1
"2013","2013","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",690,8672309,8
"2013","2013","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",13,8078843,"Unreliable"
"2013","2013","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",659,8078843,8.2
"2013","2013","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",380,8078843,4.7
"2013","2013","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",15,8856177,"Unreliable"
"2013","2013","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",884,8856177,10
"2013","2013","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",228,8856177,2.6
"2013","2013","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",13,8211463,"Unreliable"
"2013","2013","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",887,8211463,10.8
"2013","2013","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",123,8211463,1.5
"2013","2013","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",583,5425478,10.7
"2013","2013","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",51,5425478,0.9
"2013","2013","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",425,2902150,14.6
"2013","2013","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",27,2902150,0.9
"2013","2013","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",194,1295025,15
"2013","2013","Small Metro","4","5-14 years","5-14","Other external causes of accidental injury","W00-X59",11,3662267,"Unreliable"
"2013","2013","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",21,3662267,0.6
"2013","2013","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",12,3662267,"Unreliable"
"2013","2013","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",13,4480428,"Unreliable"
"2013","2013","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",282,4480428,6.3
"2013","2013","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",203,4480428,4.5
"2013","2013","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",337,3721332,9.1
"2013","2013","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",193,3721332,5.2
"2013","2013","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",365,3380687,10.8
"2013","2013","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",132,3380687,3.9
"2013","2013","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",10,3804792,"Unreliable"
"2013","2013","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",519,3804792,13.6
"2013","2013","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",87,3804792,2.3
"2013","2013","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",452,3700305,12.2
"2013","2013","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",49,3700305,1.3
"2013","2013","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",326,2527844,12.9
"2013","2013","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",11,2527844,"Unreliable"
"2013","2013","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",229,1380504,16.6
"2013","2013","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",94,590667,15.9
"2013","2013","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",19,3466334,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",18,3466334,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",18,3859838,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",289,3859838,7.5
"2013","2013","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",156,3859838,4
"2013","2013","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",15,3254570,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",330,3254570,10.1
"2013","2013","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",195,3254570,6
"2013","2013","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",381,3175596,12
"2013","2013","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",132,3175596,4.2
"2013","2013","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",18,3695414,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",516,3695414,14
"2013","2013","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",91,3695414,2.5
"2013","2013","Micropolitan (Nonmetro)","5","55-64 years","55-64","Other external causes of accidental injury","W00-X59",12,3672846,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",493,3672846,13.4
"2013","2013","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",55,3672846,1.5
"2013","2013","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",321,2516087,12.8
"2013","2013","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",29,2516087,1.2
"2013","2013","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",226,1357425,16.6
"2013","2013","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",11,1357425,"Unreliable"
"2013","2013","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",92,578108,15.9
"2013","2013","NonCore (Nonmetro)","6","5-14 years","5-14","Intentional self-harm","X60-X84",17,2382383,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",16,2321387,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",230,2321387,9.9
"2013","2013","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",87,2321387,3.7
"2013","2013","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",269,2094302,12.8
"2013","2013","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",123,2094302,5.9
"2013","2013","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",12,2162822,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",282,2162822,13
"2013","2013","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",100,2162822,4.6
"2013","2013","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",12,2655608,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",419,2655608,15.8
"2013","2013","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",99,2655608,3.7
"2013","2013","NonCore (Nonmetro)","6","55-64 years","55-64","Other external causes of accidental injury","W00-X59",11,2745430,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",400,2745430,14.6
"2013","2013","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",54,2745430,2
"2013","2013","NonCore (Nonmetro)","6","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,2000069,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",332,2000069,16.6
"2013","2013","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",28,2000069,1.4
"2013","2013","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",210,1096970,19.1
"2013","2013","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",15,1096970,"Unreliable"
"2013","2013","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",88,445618,19.7
"2014","2014","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",16,5139151,"Unreliable"
"2014","2014","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",25,12428038,0.2
"2014","2014","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",67,12428038,0.5
"2014","2014","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",12,13350317,"Unreliable"
"2014","2014","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",438,13350317,3.3
"2014","2014","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",1828,13350317,13.7
"2014","2014","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",20,15609231,0.1
"2014","2014","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",666,15609231,4.3
"2014","2014","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1537,15609231,9.8
"2014","2014","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",595,13352531,4.5
"2014","2014","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",806,13352531,6
"2014","2014","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",15,13121862,"Unreliable"
"2014","2014","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",775,13121862,5.9
"2014","2014","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",484,13121862,3.7
"2014","2014","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",785,11369959,6.9
"2014","2014","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",192,11369959,1.7
"2014","2014","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",504,6936966,7.3
"2014","2014","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",68,6936966,1
"2014","2014","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",351,3604982,9.7
"2014","2014","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",20,3604982,0.6
"2014","2014","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",183,1709983,10.7
"2014","2014","Large Central Metro","1","85+ years","85+","Assault","X85-Y09",10,1709983,"Unreliable"
"2014","2014","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",39,10598826,0.4
"2014","2014","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",25,10598826,0.2
"2014","2014","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",20,10400814,0.2
"2014","2014","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",473,10400814,4.5
"2014","2014","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",590,10400814,5.7
"2014","2014","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",13,9977416,"Unreliable"
"2014","2014","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",611,9977416,6.1
"2014","2014","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",568,9977416,5.7
"2014","2014","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",626,10402265,6
"2014","2014","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",301,10402265,2.9
"2014","2014","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",930,11624437,8
"2014","2014","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",177,11624437,1.5
"2014","2014","Large Fringe Metro","2","55-64 years","55-64","Other external causes of accidental injury","W00-X59",11,10146735,"Unreliable"
"2014","2014","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",854,10146735,8.4
"2014","2014","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",78,10146735,0.8
"2014","2014","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",607,6456737,9.4
"2014","2014","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",33,6456737,0.5
"2014","2014","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",357,3228037,11.1
"2014","2014","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",23,3228037,0.7
"2014","2014","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",166,1494385,11.1
"2014","2014","Medium Metro","3","1-4 years","1-4","Assault","X85-Y09",15,3358826,"Unreliable"
"2014","2014","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",36,8706049,0.4
"2014","2014","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",48,8706049,0.6
"2014","2014","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",27,9595934,0.3
"2014","2014","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",554,9595934,5.8
"2014","2014","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",723,9595934,7.5
"2014","2014","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",10,8796337,"Unreliable"
"2014","2014","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",635,8796337,7.2
"2014","2014","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",652,8796337,7.4
"2014","2014","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",20,8083673,0.2
"2014","2014","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",658,8083673,8.1
"2014","2014","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",366,8083673,4.5
"2014","2014","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",12,8768953,"Unreliable"
"2014","2014","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",910,8768953,10.4
"2014","2014","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",231,8768953,2.6
"2014","2014","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",10,8352565,"Unreliable"
"2014","2014","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",885,8352565,10.6
"2014","2014","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",122,8352565,1.5
"2014","2014","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,5694648,"Unreliable"
"2014","2014","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",604,5694648,10.6
"2014","2014","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",57,5694648,1
"2014","2014","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",422,2956518,14.3
"2014","2014","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",22,2956518,0.7
"2014","2014","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",222,1321223,16.8
"2014","2014","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",29,3656118,0.8
"2014","2014","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",10,3656118,"Unreliable"
"2014","2014","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",21,4470727,0.5
"2014","2014","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",306,4470727,6.8
"2014","2014","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",214,4470727,4.8
"2014","2014","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",348,3767302,9.2
"2014","2014","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",207,3767302,5.5
"2014","2014","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",328,3380849,9.7
"2014","2014","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",162,3380849,4.8
"2014","2014","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",470,3744360,12.6
"2014","2014","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",85,3744360,2.3
"2014","2014","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",475,3749122,12.7
"2014","2014","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",44,3749122,1.2
"2014","2014","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",295,2644035,11.2
"2014","2014","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",32,2644035,1.2
"2014","2014","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",223,1406412,15.9
"2014","2014","Small Metro","4","75-84 years","75-84","Assault","X85-Y09",10,1406412,"Unreliable"
"2014","2014","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",109,602493,18.1
"2014","2014","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",30,3443440,0.9
"2014","2014","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",11,3443440,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",15,3850791,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",284,3850791,7.4
"2014","2014","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",161,3850791,4.2
"2014","2014","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,3270350,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",321,3270350,9.8
"2014","2014","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",181,3270350,5.5
"2014","2014","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",10,3154250,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",355,3154250,11.3
"2014","2014","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",125,3154250,4
"2014","2014","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,3616081,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",469,3616081,13
"2014","2014","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",88,3616081,2.4
"2014","2014","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",502,3703212,13.6
"2014","2014","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",68,3703212,1.8
"2014","2014","Micropolitan (Nonmetro)","5","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,2608941,"Unreliable"
"2014","2014","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",377,2608941,14.5
"2014","2014","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",25,2608941,1
"2014","2014","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",216,1376209,15.7
"2014","2014","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",106,584928,18.1
"2014","2014","NonCore (Nonmetro)","6","5-14 years","5-14","Intentional self-harm","X60-X84",15,2358601,"Unreliable"
"2014","2014","NonCore (Nonmetro)","6","5-14 years","5-14","Assault","X85-Y09",12,2358601,"Unreliable"
"2014","2014","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",14,2311238,"Unreliable"
